,Team,Over Record,Over %,Under %,Total +/-,Year,Rank,Record,FBS,FEI,OFEI,DFEI,NDE,NPD,NAY,NPP,ELS,GLS,ALS
1683,UTSA,3-8-1,27.3,72.7,-0.8,2020,83,7-5,6-5,-0.21,-0.28,-0.36,-0.08,0.02,0.002,-0.16,0.82,1.87,3.86
1684,California,1-3-0,25.0,75.0,-6.4,2020,88,1-3,1-3,-0.27,-0.7,0.32,-0.42,-0.58,-0.069,-0.78,0.05,0.55,1.98
1685,Massachusetts,1-3-0,25.0,75.0,-13.4,2020,127,0-4,0-4,-1.68,-1.5,-1.88,-3.46,-3.56,-0.444,-3.9,0.07,0.69,2.14
1686,Hawaii,2-7-0,22.2,77.8,-6.2,2020,73,5-4,5-4,-0.1,0.12,-0.13,0.09,-0.08,-0.051,-0.24,0.24,1.56,4.49
1687,Northwestern,2-7-0,22.2,77.8,-6.5,2020,21,7-2,7-2,0.45,-0.08,1.14,0.97,0.95,0.057,0.17,0.55,1.94,4.5
1688,Florida Atlantic,2-7-0,22.2,77.8,-11.3,2020,100,5-4,5-4,-0.43,-1.04,0.16,0.2,0.23,0.007,0.08,0.11,0.62,2.39
1689,Maryland,1-4-0,20.0,80.0,-3.4,2020,91,2-3,2-3,-0.31,-0.19,-0.58,-0.73,-0.75,-0.049,0.7,0.19,1.0,2.7
1690,Rice,1-4-0,20.0,80.0,-9.2,2020,85,2-3,2-3,-0.23,-0.92,0.47,0.32,0.27,0.049,-0.43,0.07,0.47,1.5
1691,South Alabama,2-9-0,18.2,81.8,-8.0,2020,96,4-7,4-7,-0.34,-0.4,-0.36,-0.71,-0.68,-0.093,-1.1,0.48,2.13,5.35
1692,USC,1-5-0,16.7,83.3,-4.5,2020,33,5-1,5-1,0.32,0.44,0.32,0.73,0.83,0.124,-0.17,0.19,1.1,2.95
1693,Air Force,1-5-0,16.7,83.3,-11.6,2020,28,3-3,3-3,0.36,0.37,0.22,0.83,0.87,0.087,1.2,0.2,1.03,2.67
1694,San Jose State,1-7-0,12.5,87.5,-11.1,2020,19,7-1,7-1,0.48,0.5,0.51,0.85,0.9,0.132,1.68,0.37,1.84,4.45
1695,Nebraska,1-7-0,12.5,87.5,-6.6,2020,82,3-5,3-5,-0.21,-0.21,-0.13,-0.48,-0.55,-0.049,-0.02,0.56,1.93,4.23
1696,Tennessee,10-3-0,76.9,23.1,5.7,2021,18,7-6,6-6,0.55,1.14,-0.11,0.33,0.4,0.056,0.97,2.03,4.41,7.41
1697,Louisiana Tech,9-3-0,75.0,25.0,5.0,2021,103,3-9,2-9,-0.47,-0.36,-0.35,-0.38,-0.5,-0.032,-0.28,0.24,1.41,4.18
1698,Rice,9-3-0,75.0,25.0,6.5,2021,117,4-8,3-8,-0.78,-0.58,-0.76,-1.2,-1.3,-0.165,-1.93,0.36,1.94,5.06
1699,Western Kentucky,10-4-0,71.4,28.6,6.7,2021,35,9-5,8-5,0.34,1.03,-0.35,1.08,1.09,0.14,1.42,0.29,1.73,5.16
1700,Nevada,9-4-0,69.2,30.8,5.4,2021,53,8-5,7-5,0.17,0.34,-0.06,0.47,0.53,0.047,0.28,0.42,2.12,5.64
1701,Florida International,8-4-0,66.7,33.3,3.8,2021,128,1-11,0-11,-1.26,-0.98,-1.59,-1.91,-1.98,-0.221,-1.52,0.16,0.9,3.4
1702,Utah,9-5-0,64.3,35.7,4.7,2021,7,10-4,9-4,0.74,1.09,0.51,1.24,1.2,0.191,1.31,0.92,3.38,7.86
1703,Kentucky,8-5-0,61.5,38.5,1.8,2021,15,10-3,9-3,0.58,0.94,0.29,1.09,1.06,0.143,1.19,1.24,3.18,6.58
1704,UTEP,8-5-0,61.5,38.5,-2.2,2021,93,7-6,6-6,-0.37,-0.34,-0.21,0.16,0.06,0.041,0.97,0.23,1.17,3.71
1705,Maryland,8-5-0,61.5,38.5,2.4,2021,75,7-6,6-6,-0.12,0.47,-0.6,-0.41,-0.59,-0.076,-0.12,1.33,3.74,7.26
1706,North Carolina,8-5-0,61.5,38.5,1.5,2021,59,6-7,5-7,0.12,0.72,-0.5,0.07,0.04,0.014,0.43,0.64,2.91,6.85
1707,Oklahoma,8-5-0,61.5,38.5,2.9,2021,14,11-2,10-2,0.58,1.06,0.0,0.53,0.74,0.032,0.64,0.99,3.85,7.76
1708,Ohio State,8-5-0,61.5,38.5,4.2,2021,3,11-2,11-2,1.17,2.08,0.22,1.89,2.02,0.282,2.85,1.18,4.11,8.11
1709,Temple,7-5-0,58.3,41.7,1.5,2021,127,3-9,2-9,-1.19,-0.92,-1.17,-1.82,-2.15,-0.221,-1.32,0.34,1.56,4.63
1710,Kansas,7-5-0,58.3,41.7,5.0,2021,120,2-10,1-10,-0.84,-0.16,-1.57,-2.09,-2.22,-0.253,-1.97,1.02,3.87,7.46
1711,USC,7-5-0,58.3,41.7,1.3,2021,73,4-8,4-8,-0.09,0.37,-0.7,-0.56,-0.56,-0.013,-0.92,0.72,3.01,6.89
1712,UNLV,7-5-0,58.3,41.7,-0.3,2021,107,2-10,2-9,-0.52,-0.44,-0.6,-1.01,-0.98,-0.161,-0.96,0.43,2.43,6.1
1713,TCU,7-5-0,58.3,41.7,4.5,2021,84,5-7,4-7,-0.21,0.52,-1.01,-1.02,-1.02,-0.088,-1.14,1.0,3.9,7.59
1714,UCLA,7-5-0,58.3,41.7,2.2,2021,29,8-4,8-4,0.45,0.99,-0.13,0.84,0.84,0.084,0.74,0.44,2.25,6.21
1715,Massachusetts,7-5-0,58.3,41.7,1.6,2021,130,1-11,1-9,-1.36,-1.15,-1.84,-2.57,-2.48,-0.318,-2.83,0.25,1.62,4.6
1716,Tulane,7-5-0,58.3,41.7,-0.4,2021,90,2-10,1-10,-0.28,-0.07,-0.46,-0.91,-0.95,-0.123,-0.48,0.62,2.86,6.67
1717,Connecticut,7-5-0,58.3,41.7,0.7,2021,126,1-11,0-10,-1.17,-1.29,-1.38,-2.41,-2.41,-0.303,-2.52,0.34,1.94,5.04
1718,Tulsa,7-5-1,58.3,41.7,-3.0,2021,71,7-6,7-5,-0.05,-0.23,0.26,0.09,0.15,0.04,0.2,1.14,2.88,5.54
1719,New Mexico State,7-5-0,58.3,41.7,3.1,2021,125,2-10,1-10,-0.93,-0.65,-1.47,-1.75,-1.76,-0.216,-3.08,0.82,2.15,4.68
1720,Indiana,7-5-0,58.3,41.7,-0.1,2021,102,2-10,1-10,-0.44,-0.65,-0.17,-1.6,-1.67,-0.169,-1.39,1.66,4.83,8.41
1721,UCF,7-5-1,58.3,41.7,-3.7,2021,63,9-4,8-4,0.06,0.09,0.27,0.54,0.52,0.019,0.75,0.46,2.13,5.43
1722,NC State,7-5-0,58.3,41.7,-1.8,2021,23,9-3,8-3,0.5,0.28,0.67,0.7,0.66,0.091,0.77,0.35,2.19,6.03
1723,Northern Illinois,8-6-0,57.1,42.9,7.4,2021,98,9-5,8-5,-0.39,0.1,-1.03,-0.28,-0.31,-0.031,-1.0,0.53,1.46,4.19
1724,UTSA,8-6-0,57.1,42.9,2.4,2021,49,12-2,11-2,0.2,0.7,-0.18,0.85,0.86,0.126,0.57,0.22,1.38,4.77
1725,Houston,8-6-0,57.1,42.9,1.8,2021,41,12-2,11-2,0.28,0.16,0.44,1.01,1.09,0.127,0.67,0.43,1.92,5.15
1726,Pittsburgh,8-6-0,57.1,42.9,5.3,2021,25,11-3,10-3,0.47,0.34,0.55,1.0,1.0,0.142,1.28,0.49,2.58,6.58
1727,Akron,6-5-1,54.6,45.5,2.3,2021,129,2-10,1-10,-1.35,-1.01,-1.92,-2.36,-2.29,-0.303,-2.52,0.73,1.66,3.53
1728,Nebraska,6-5-1,54.6,45.5,-2.4,2021,31,3-9,2-9,0.42,0.6,0.61,0.47,0.29,0.016,0.88,1.63,4.61,7.79
1729,Troy,6-5-1,54.6,45.5,-1.5,2021,109,5-7,4-7,-0.57,-0.72,-0.34,-0.55,-0.66,-0.056,-0.1,0.2,1.33,4.2
1730,Arkansas,7-6-0,53.9,46.2,-1.7,2021,16,9-4,8-4,0.57,0.75,0.56,0.63,0.67,0.057,0.65,2.1,4.85,8.15
1731,Missouri,7-6-0,53.9,46.2,2.1,2021,78,6-7,5-7,-0.15,0.2,-0.75,-0.92,-0.84,-0.098,-0.92,1.53,3.9,7.46
1732,Georgia State,7-6-0,53.9,46.2,-0.8,2021,77,8-5,8-5,-0.14,-0.14,0.02,0.36,0.32,-0.024,-0.01,0.33,1.82,4.98
1733,Wyoming,7-6-0,53.9,46.2,0.8,2021,79,7-6,6-6,-0.19,-0.19,-0.37,0.06,0.05,-0.02,0.42,0.3,1.44,4.24
1734,Marshall,7-6-0,53.9,46.2,-3.4,2021,58,7-6,6-6,0.13,0.18,0.16,0.7,0.69,0.054,0.94,0.23,1.42,4.65
1735,Notre Dame,7-6-0,53.9,46.2,1.6,2021,6,11-2,11-2,0.76,0.75,0.75,1.06,1.15,0.094,0.94,0.89,3.39,7.6
1736,Western Michigan,7-6-0,53.9,46.2,0.0,2021,76,8-5,7-5,-0.12,0.41,-0.39,0.58,0.41,0.102,0.11,0.59,1.71,4.25
1737,Toledo,7-6-0,53.9,46.2,0.5,2021,70,7-6,6-6,-0.04,-0.25,0.25,0.9,0.74,0.074,1.4,0.34,0.99,3.07
1738,Michigan State,7-6-0,53.9,46.2,2.2,2021,30,11-2,10-2,0.43,0.58,0.14,0.26,0.34,-0.015,0.34,1.43,4.08,7.66
1739,Stanford,6-6-0,50.0,50.0,-0.1,2021,87,3-9,3-9,-0.26,-0.22,-0.42,-1.17,-0.99,-0.167,-1.18,0.85,3.64,7.86
1740,Michigan,7-7-0,50.0,50.0,1.3,2021,4,12-2,12-2,0.99,1.16,0.66,1.29,1.52,0.169,1.52,1.98,4.43,8.22
1741,UL Monroe,6-6-0,50.0,50.0,-1.1,2021,111,4-8,3-8,-0.62,-0.64,-0.6,-1.03,-1.06,-0.138,-1.41,0.35,1.96,5.19
1742,San Diego State,7-7-0,50.0,50.0,2.9,2021,55,12-2,11-2,0.15,-0.52,0.64,0.34,0.5,0.027,0.18,0.55,2.45,5.94
1743,Buffalo,6-6-0,50.0,50.0,2.3,2021,114,4-8,3-8,-0.68,-0.45,-1.09,-0.7,-0.67,-0.068,-1.18,0.19,0.86,3.03
1744,Oregon,7-7-0,50.0,50.0,0.5,2021,34,10-4,9-4,0.34,0.96,0.03,0.56,0.43,0.059,0.92,1.32,4.15,8.28
1745,Charlotte,6-6-0,50.0,50.0,2.2,2021,122,5-7,4-7,-0.85,0.0,-1.78,-0.99,-0.93,-0.102,-1.29,0.16,0.87,3.27
1746,San Jose State,6-6-0,50.0,50.0,-5.9,2021,105,5-7,4-7,-0.5,-1.04,0.08,-0.61,-0.64,-0.108,-0.52,0.15,1.21,4.47
1747,Colorado State,6-6-0,50.0,50.0,1.8,2021,85,3-9,3-8,-0.21,-0.43,-0.03,-0.23,-0.22,0.03,-0.16,0.34,1.85,5.03
1748,South Alabama,6-6-0,50.0,50.0,-1.8,2021,99,5-7,4-7,-0.42,-0.52,-0.29,-0.08,-0.1,-0.022,-0.27,0.31,1.39,3.55
1749,Arizona,6-6-0,50.0,50.0,-3.6,2021,104,1-11,1-10,-0.5,-0.46,-0.51,-1.37,-1.33,-0.067,-1.49,0.53,2.81,6.96
1750,South Florida,6-6-0,50.0,50.0,0.6,2021,106,2-10,1-10,-0.52,-0.23,-1.11,-1.64,-1.51,-0.212,-2.45,0.51,2.66,6.43
1751,Duke,6-6-0,50.0,50.0,0.8,2021,124,3-9,2-9,-0.91,-0.99,-0.94,-1.53,-1.55,-0.151,-2.25,0.31,1.81,4.96
1752,Alabama,7-8-0,46.7,53.3,-0.3,2021,2,13-2,12-2,1.21,1.7,1.0,1.62,1.52,0.225,1.64,2.74,6.22,10.1
1753,Minnesota,6-7-0,46.2,53.9,-4.8,2021,28,9-4,9-4,0.45,0.45,0.52,0.82,0.84,0.15,0.64,1.06,3.21,6.83
1754,Hawaii,6-7-0,46.2,53.9,0.8,2021,92,6-7,5-7,-0.34,-0.54,-0.37,-0.46,-0.47,-0.067,0.06,0.24,1.65,5.05
1755,Mississippi State,6-7-0,46.2,53.9,0.1,2021,42,7-6,6-6,0.26,0.69,0.34,0.41,0.21,0.07,-0.16,1.44,4.45,8.12
1756,Iowa State,6-7-0,46.2,53.9,-0.3,2021,11,7-6,6-6,0.63,0.8,0.51,0.85,0.89,0.133,1.34,0.99,3.84,7.65
1757,Fresno State,6-7-0,46.2,53.9,-4.3,2021,48,10-3,9-3,0.2,0.08,0.24,0.69,0.73,0.099,0.52,0.33,1.71,4.82
1758,Eastern Michigan,6-7-0,46.2,53.9,2.2,2021,94,7-6,6-6,-0.37,-0.03,-0.95,-0.32,-0.13,-0.077,-0.52,0.31,1.22,3.71
1759,Miami (OH),6-7-0,46.2,53.9,-3.1,2021,81,7-6,6-6,-0.2,-0.18,-0.25,0.36,0.36,0.043,0.56,0.42,1.47,3.74
1760,LSU,6-7-0,46.2,53.9,-5.8,2021,44,6-7,5-7,0.26,0.31,0.2,-0.39,-0.32,-0.022,-0.37,1.58,5.02,8.94
1761,South Carolina,6-7-0,46.2,53.9,-4.0,2021,68,7-6,6-6,0.01,-0.46,0.3,-0.66,-0.57,-0.07,-0.84,1.56,4.14,7.78
1762,Air Force,6-7-0,46.2,53.9,3.0,2021,24,10-3,9-3,0.48,0.99,0.11,1.2,1.16,0.205,0.96,0.26,1.77,5.49
1763,Middle Tennessee,6-7-0,46.2,53.9,-0.2,2021,89,7-6,6-6,-0.28,-0.67,-0.07,-0.13,-0.17,-0.029,-0.54,0.19,1.25,4.06
1764,Louisville,6-7-0,46.2,53.9,-1.7,2021,45,6-7,5-7,0.23,0.67,-0.22,0.03,-0.03,0.018,0.53,0.77,3.52,7.66
1765,BYU,6-7-0,46.2,53.9,1.0,2021,37,10-3,9-3,0.33,1.18,-0.31,0.71,0.52,0.065,0.97,0.64,2.84,6.64
1766,Oregon State,6-7-0,46.2,53.9,-3.8,2021,50,7-6,6-6,0.19,0.72,-0.42,0.12,0.14,-0.011,0.26,0.52,2.63,6.8
1767,UAB,6-7-0,46.2,53.9,2.2,2021,61,9-4,8-4,0.11,0.42,-0.11,0.37,0.43,0.028,0.68,1.03,2.09,4.88
1768,Kansas State,6-7-0,46.2,53.9,-4.2,2021,17,8-5,7-5,0.56,0.83,0.57,0.96,0.78,0.096,1.14,0.92,3.65,7.57
1769,Coastal Carolina,6-7-0,46.2,53.9,3.8,2021,47,11-2,10-2,0.22,0.9,-0.56,1.39,1.36,0.152,1.73,0.15,0.49,2.14
1770,Georgia Tech,5-6-1,45.5,54.6,-0.6,2021,97,3-9,2-9,-0.39,-0.17,-0.83,-1.15,-1.13,-0.143,-1.16,1.34,3.21,6.34
1771,Northwestern,5-6-1,45.5,54.6,-0.7,2021,108,3-9,2-9,-0.55,-0.5,-0.58,-1.2,-1.32,-0.164,-1.5,1.04,3.62,6.84
1772,Georgia Southern,5-6-1,45.5,54.6,-2.2,2021,110,3-9,2-9,-0.61,-0.76,-0.57,-1.08,-1.0,-0.12,-1.4,0.35,1.8,4.81
1773,Wake Forest,6-8-0,42.9,57.1,5.4,2021,22,11-3,10-3,0.5,1.0,-0.07,0.81,0.94,0.094,0.37,0.44,2.6,6.94
1774,Baylor,6-8-0,42.9,57.1,-2.4,2021,10,12-2,11-2,0.69,0.55,0.85,0.87,0.86,0.101,0.9,1.29,4.6,8.55
1775,Cincinnati,6-8-0,42.9,57.1,-1.0,2021,8,13-1,12-1,0.72,0.66,0.86,1.53,1.53,0.159,2.18,0.95,2.64,6.09
1776,Iowa,6-8-0,42.9,57.1,-0.2,2021,32,10-4,10-4,0.38,-0.34,1.01,0.28,0.32,0.067,0.4,1.33,4.52,8.7
1777,Utah State,6-8-0,42.9,57.1,-3.3,2021,54,11-3,10-3,0.16,0.28,0.02,0.58,0.61,0.081,0.18,0.36,1.99,5.6
1778,Appalachian State,6-8-0,42.9,57.1,-0.4,2021,38,10-4,9-4,0.31,0.29,0.28,0.79,0.76,0.115,0.85,0.26,1.84,5.64
1779,Kent State,6-8-0,42.9,57.1,1.5,2021,112,7-7,6-7,-0.64,0.17,-1.44,-0.64,-0.75,-0.077,-0.26,0.32,1.31,4.12
1780,Navy,5-7-0,41.7,58.3,1.3,2021,86,4-8,4-8,-0.25,-0.18,-0.14,-0.7,-0.75,-0.13,-1.7,0.69,3.15,7.24
1781,California,5-7-0,41.7,58.3,-4.9,2021,67,5-7,4-7,0.03,-0.23,0.24,0.07,-0.01,-0.011,0.39,0.26,1.75,5.49
1782,Wisconsin,5-7-1,41.7,58.3,-0.6,2021,9,9-4,9-4,0.69,0.3,1.18,0.88,0.83,0.156,1.29,1.19,4.31,8.62
1783,Memphis,5-7-0,41.7,58.3,-3.0,2021,83,6-6,5-6,-0.2,0.26,-0.36,0.08,-0.13,0.012,0.89,0.18,1.51,4.9
1784,Texas,5-7-0,41.7,58.3,6.8,2021,33,5-7,5-7,0.35,0.54,0.04,0.07,0.19,-0.031,0.01,1.12,4.1,7.69
1785,Texas A&M,5-7-0,41.7,58.3,-6.4,2021,13,8-4,7-4,0.6,0.21,0.9,0.73,0.92,0.068,1.14,1.09,3.22,6.32
1786,Bowling Green,5-7-0,41.7,58.3,1.9,2021,118,4-8,3-8,-0.79,-1.4,-0.32,-0.95,-0.85,-0.103,-0.89,0.3,1.16,3.37
1787,Syracuse,5-7-0,41.7,58.3,0.0,2021,72,5-7,4-7,-0.09,0.05,-0.14,-0.28,-0.49,-0.066,-0.04,0.5,2.64,6.4
1788,Liberty,5-7-1,41.7,58.3,-2.3,2021,51,8-5,7-5,0.18,0.34,0.1,0.93,0.9,0.114,1.3,0.32,1.52,4.51
1789,Colorado,5-7-0,41.7,58.3,-4.7,2021,88,4-8,3-8,-0.27,-0.66,-0.12,-1.23,-1.13,-0.215,-1.9,0.7,3.21,7.18
1790,Vanderbilt,5-7-0,41.7,58.3,-3.5,2021,113,2-10,2-9,-0.65,-0.44,-0.73,-1.35,-1.53,-0.226,-2.14,1.41,3.46,6.61
1791,Texas State,5-7-0,41.7,58.3,-1.4,2021,115,4-8,4-7,-0.73,-0.72,-0.83,-0.83,-0.68,-0.133,-0.81,0.34,1.3,3.54
1792,Georgia,6-9-0,40.0,60.0,-2.1,2021,1,14-1,13-1,1.65,1.58,1.93,2.65,2.7,0.31,3.33,2.23,5.72,9.78
1793,Army,5-8-0,38.5,61.5,6.8,2021,43,9-4,8-4,0.26,0.68,-0.09,0.8,0.82,0.077,-0.38,0.53,2.32,5.62
1794,Central Michigan,5-8-0,38.5,61.5,-1.0,2021,82,9-4,8-4,-0.2,-0.27,-0.26,0.11,0.12,0.043,0.15,0.15,0.9,3.73
1795,Texas Tech,5-8-0,38.5,61.5,1.9,2021,57,7-6,6-6,0.14,0.7,-0.52,-0.22,-0.15,-0.001,0.53,1.06,3.99,7.62
1796,Old Dominion,5-8-0,38.5,61.5,1.0,2021,101,6-7,5-7,-0.43,-0.83,-0.24,-0.52,-0.45,-0.077,-0.53,0.27,1.42,4.35
1797,Florida,5-8-0,38.5,61.5,-1.4,2021,36,6-7,5-7,0.33,0.25,0.47,0.3,0.35,0.057,0.66,1.81,3.83,7.01
1798,Oklahoma State,5-8-1,38.5,61.5,-2.0,2021,5,12-2,11-2,0.82,0.51,1.24,1.1,1.07,0.176,1.03,1.25,4.71,8.98
1799,Auburn,5-8-0,38.5,61.5,-4.1,2021,21,6-7,5-7,0.5,0.63,0.51,0.17,0.12,0.017,-0.01,2.11,4.99,8.5
1800,Clemson,5-8-0,38.5,61.5,-7.5,2021,27,10-3,9-3,0.45,-0.23,1.04,0.55,0.71,0.089,0.67,1.42,3.68,7.26
1801,Washington State,5-8-0,38.5,61.5,-4.4,2021,52,7-6,6-6,0.17,0.05,0.45,0.37,0.34,-0.002,0.14,0.46,2.49,6.68
1802,Virginia Tech,5-8-0,38.5,61.5,-4.6,2021,74,6-7,5-7,-0.1,-0.17,-0.16,-0.31,-0.21,-0.02,-0.35,0.43,2.09,5.77
1803,Arizona State,5-8-0,38.5,61.5,-3.6,2021,39,8-5,7-5,0.3,0.36,0.37,0.59,0.46,0.093,0.9,0.65,2.74,6.51
1804,West Virginia,5-8-0,38.5,61.5,-3.0,2021,66,6-7,5-7,0.04,-0.03,0.34,-0.13,-0.18,-0.059,-0.48,1.09,4.06,7.9
1805,Purdue,5-8-0,38.5,61.5,-2.5,2021,19,9-4,9-4,0.52,0.62,0.45,0.53,0.44,0.098,0.43,1.46,4.59,8.45
1806,Rutgers,5-8-0,38.5,61.5,-3.3,2021,91,5-8,4-8,-0.31,-0.8,-0.04,-0.99,-0.8,-0.105,-1.88,1.47,3.95,7.09
1807,Florida Atlantic,4-8-0,33.3,66.7,-1.5,2021,95,5-7,4-7,-0.37,-0.49,-0.19,-0.24,-0.29,-0.038,-0.19,0.28,1.55,4.4
1808,Ohio,4-8-0,33.3,66.7,-2.5,2021,119,3-9,3-8,-0.8,-0.49,-1.09,-0.67,-0.79,-0.079,-0.18,0.14,0.69,2.9
1809,North Texas,4-8-1,33.3,66.7,-6.1,2021,96,6-7,5-7,-0.37,-0.47,-0.27,-0.33,-0.36,0.003,-0.66,0.15,1.22,4.33
1810,Florida State,4-8-0,33.3,66.7,-3.1,2021,46,5-7,5-6,0.23,0.36,0.22,0.21,0.05,-0.011,0.79,0.66,3.08,6.87
1811,East Carolina,4-8-0,33.3,66.7,-1.1,2021,62,7-5,6-5,0.07,0.25,-0.02,0.24,0.28,0.044,-0.46,0.38,1.87,5.14
1812,Virginia,4-8-0,33.3,66.7,1.7,2021,65,6-6,5-6,0.05,0.94,-0.78,-0.03,-0.06,0.011,-0.06,0.58,2.77,6.46
1813,Ball State,4-9-0,30.8,69.2,-3.3,2021,100,6-7,5-7,-0.42,-0.52,-0.46,-0.53,-0.45,-0.102,-0.84,0.24,1.24,4.37
1814,Louisiana,4-10-0,28.6,71.4,-7.0,2021,40,13-1,12-1,0.29,0.41,0.08,0.99,0.98,0.11,1.26,0.26,1.5,4.59
1815,Illinois,3-8-1,27.3,72.7,-6.8,2021,64,5-7,5-7,0.06,-0.41,0.35,-0.36,-0.22,-0.064,-0.43,0.71,3.19,7.05
1816,New Mexico,3-9-0,25.0,75.0,-8.7,2021,123,3-9,2-9,-0.86,-1.45,-0.41,-1.58,-1.72,-0.22,-2.03,0.44,2.18,5.53
1817,Washington,3-9-0,25.0,75.0,-5.2,2021,69,4-8,4-7,-0.01,-0.33,0.35,-0.04,-0.04,-0.018,0.29,0.66,2.52,5.9
1818,Arkansas State,3-9-0,25.0,75.0,-2.2,2021,116,2-10,1-10,-0.76,-0.5,-1.25,-1.37,-1.3,-0.138,-1.81,0.19,1.25,4.29
1819,Boston College,3-9-0,25.0,75.0,-8.1,2021,80,6-6,5-6,-0.19,-0.39,-0.02,-0.19,-0.18,-0.031,-0.53,0.41,2.09,5.31
1820,Penn State,3-10-0,23.1,76.9,-8.9,2021,20,7-6,6-6,0.51,0.12,0.84,0.44,0.44,0.016,0.28,1.55,4.29,7.79
1821,Ole Miss,3-10-0,23.1,76.9,-11.6,2021,12,10-3,9-3,0.63,0.96,0.43,0.65,0.67,0.072,0.47,1.41,4.54,8.47
1822,Boise State,2-9-1,18.2,81.8,-8.0,2021,26,7-5,7-5,0.46,0.15,0.48,0.46,0.62,0.061,0.09,0.54,2.61,6.58
1823,USC,11-3-0,78.6,21.4,3.8,2022,13,11-3,11-3,0.64,1.85,-0.57,1.06,0.96,0.108,0.45,1.01,3.84,7.97
1824,Houston,10-3-0,76.9,23.1,9.4,2022,58,8-5,8-5,0.13,0.68,-0.4,0.28,0.3,0.015,0.41,0.31,2.04,6.08
1825,Ohio State,10-3-0,76.9,23.1,5.5,2022,2,11-2,11-2,1.23,1.84,0.84,2.07,2.08,0.268,2.31,1.97,4.42,7.95
1826,UCLA,10-3-0,76.9,23.1,3.7,2022,32,9-4,8-4,0.35,1.25,-0.28,0.99,0.87,0.137,1.26,0.8,2.93,6.22
1827,Arkansas,10-3-0,76.9,23.1,3.1,2022,25,7-6,6-6,0.43,0.77,0.06,0.1,0.13,-0.012,-0.19,1.35,4.4,8.67
1828,Colorado,9-3-0,75.0,25.0,5.0,2022,126,1-11,1-11,-0.94,-1.18,-0.83,-2.69,-2.71,-0.369,-3.1,1.32,4.74,8.77
1829,Northern Illinois,9-3-0,75.0,25.0,3.7,2022,119,3-9,2-9,-0.68,-0.53,-1.09,-0.82,-0.77,-0.09,-0.69,0.14,0.59,2.85
1830,Pittsburgh,9-3-1,75.0,25.0,4.9,2022,42,9-4,8-4,0.26,-0.08,0.6,0.38,0.39,0.082,0.37,0.82,2.54,6.03
1831,South Florida,8-3-1,72.7,27.3,9.4,2022,115,1-11,0-11,-0.66,-0.02,-1.55,-1.87,-1.81,-0.239,-1.95,0.39,2.46,6.52
1832,Louisiana Tech,8-3-1,72.7,27.3,6.3,2022,123,3-9,2-9,-0.77,-0.66,-1.03,-1.04,-0.92,-0.121,-1.23,0.27,1.29,3.73
1833,Rice,9-4-0,69.2,30.8,4.8,2022,121,5-8,4-8,-0.74,-0.63,-0.69,-0.75,-0.79,-0.081,-1.09,0.29,1.44,4.44
1834,Baylor,9-4-0,69.2,30.8,5.3,2022,39,6-7,5-7,0.27,0.62,0.05,0.1,0.02,0.019,0.05,1.05,3.98,8.13
1835,Penn State,9-4-0,69.2,30.8,1.6,2022,7,11-2,11-2,0.88,0.84,1.05,1.51,1.48,0.168,2.02,1.64,4.15,7.83
1836,Kansas,9-4-0,69.2,30.8,8.3,2022,47,6-7,5-7,0.19,1.09,-0.52,-0.21,-0.3,-0.061,0.26,1.14,4.5,9.02
1837,Washington,8-4-1,66.7,33.3,4.3,2022,17,11-2,10-2,0.58,1.53,-0.31,1.13,1.16,0.16,0.99,0.78,2.85,6.32
1838,Auburn,8-4-0,66.7,33.3,3.3,2022,38,5-7,4-7,0.27,0.05,0.52,-0.67,-0.58,-0.054,-0.4,2.44,5.56,8.83
1839,South Alabama,8-4-1,66.7,33.3,0.0,2022,65,10-3,9-3,0.0,-0.11,0.05,0.64,0.7,0.07,0.26,0.18,0.93,3.47
1840,Army,8-4-0,66.7,33.3,1.2,2022,79,6-6,4-6,-0.19,-0.09,-0.41,-0.15,-0.13,-0.039,-0.65,0.18,1.21,3.92
1841,Purdue,9-5-0,64.3,35.7,1.6,2022,59,8-6,7-6,0.13,0.33,-0.03,-0.38,-0.36,0.0,-0.65,1.6,4.76,8.87
1842,North Texas,9-5-0,64.3,35.7,0.9,2022,83,7-7,6-7,-0.26,0.15,-0.69,-0.13,0.02,-0.042,0.47,0.16,1.37,4.73
1843,South Carolina,8-5-0,61.5,38.5,7.0,2022,33,8-5,7-5,0.33,0.24,-0.02,-0.3,-0.11,-0.048,-0.1,1.87,4.5,8.06
1844,Notre Dame,8-5-0,61.5,38.5,5.4,2022,23,9-4,9-4,0.48,0.44,0.42,0.73,0.87,0.137,0.71,1.04,3.17,7.12
1845,Texas Tech,8-5-0,61.5,38.5,1.2,2022,28,8-5,7-5,0.38,0.28,0.52,0.04,0.05,-0.017,-0.62,1.11,4.38,8.88
1846,Coastal Carolina,8-5-0,61.5,38.5,2.0,2022,88,9-4,8-4,-0.3,0.33,-0.71,-0.08,-0.24,-0.035,-0.21,0.14,1.03,4.41
1847,BYU,8-5-0,61.5,38.5,2.1,2022,64,8-5,7-5,0.01,0.76,-0.61,0.15,0.05,0.034,0.89,0.46,2.32,6.03
1848,Memphis,8-5-0,61.5,38.5,1.3,2022,56,7-6,6-6,0.14,0.19,0.13,0.42,0.44,0.082,0.51,0.41,2.08,5.65
